Disease,Vector,Attribute,Neglected,AI_Type,Objective,Query,Result_Count
sandfly fever,Sandfly,virus,N,deep learning,forecast,sandfly fever AND deep learning AND forecast,0
sandfly fever,Sandfly,virus,N,deep learning,early warning system,sandfly fever AND deep learning AND early warning system,0
sandfly fever,Sandfly,virus,N,deep learning,diagnostic,sandfly fever AND deep learning AND diagnostic,0
sandfly fever,Sandfly,virus,N,machine learning,surveillance,sandfly fever AND machine learning AND surveillance,0
sandfly fever,Sandfly,virus,N,machine learning,forecast,sandfly fever AND machine learning AND forecast,0
sandfly fever,Sandfly,virus,N,machine learning,early warning system,sandfly fever AND machine learning AND early warning system,0
sandfly fever,Sandfly,virus,N,machine learning,diagnostic,sandfly fever AND machine learning AND diagnostic,0
sandfly fever,Sandfly,virus,N,k-means clustering,surveillance,sandfly fever AND k-means clustering AND surveillance,0
sandfly fever,Sandfly,virus,N,k-means clustering,forecast,sandfly fever AND k-means clustering AND forecast,0
sandfly fever,Sandfly,virus,N,k-means clustering,early warning system,sandfly fever AND k-means clustering AND early warning system,0
sandfly fever,Sandfly,virus,N,k-means clustering,diagnostic,sandfly fever AND k-means clustering AND diagnostic,0
sandfly fever,Sandfly,virus,N,logistic regression,surveillance,sandfly fever AND logistic regression AND surveillance,10
sandfly fever,Sandfly,virus,N,logistic regression,forecast,sandfly fever AND logistic regression AND forecast,0
sandfly fever,Sandfly,virus,N,logistic regression,early warning system,sandfly fever AND logistic regression AND early warning system,0
sandfly fever,Sandfly,virus,N,logistic regression,diagnostic,sandfly fever AND logistic regression AND diagnostic,8
sandfly fever,Sandfly,virus,N,support vector machine,surveillance,sandfly fever AND support vector machine AND surveillance,0
sandfly fever,Sandfly,virus,N,support vector machine,forecast,sandfly fever AND support vector machine AND forecast,0
sandfly fever,Sandfly,virus,N,support vector machine,early warning system,sandfly fever AND support vector machine AND early warning system,0
sandfly fever,Sandfly,virus,N,support vector machine,diagnostic,sandfly fever AND support vector machine AND diagnostic,0
sandfly fever,Sandfly,virus,N,text mining,surveillance,sandfly fever AND text mining AND surveillance,0
sandfly fever,Sandfly,virus,N,text mining,forecast,sandfly fever AND text mining AND forecast,0
sandfly fever,Sandfly,virus,N,text mining,early warning system,sandfly fever AND text mining AND early warning system,0
sandfly fever,Sandfly,virus,N,text mining,diagnostic,sandfly fever AND text mining AND diagnostic,0
sandfly fever,Sandfly,virus,N,artificial neural networks,surveillance,sandfly fever AND artificial neural networks AND surveillance,0
sandfly fever,Sandfly,virus,N,artificial neural networks,forecast,sandfly fever AND artificial neural networks AND forecast,0
sandfly fever,Sandfly,virus,N,artificial neural networks,early warning system,sandfly fever AND artificial neural networks AND early warning system,0
sandfly fever,Sandfly,virus,N,artificial neural networks,diagnostic,sandfly fever AND artificial neural networks AND diagnostic,0
sandfly fever,Sandfly,virus,N,expert system,surveillance,sandfly fever AND expert system AND surveillance,0
sandfly fever,Sandfly,virus,N,expert system,forecast,sandfly fever AND expert system AND forecast,0
sandfly fever,Sandfly,virus,N,expert system,early warning system,sandfly fever AND expert system AND early warning system,0
sandfly fever,Sandfly,virus,N,expert system,diagnostic,sandfly fever AND expert system AND diagnostic,0
sandfly fever,Sandfly,virus,N,random forest,surveillance,sandfly fever AND random forest AND surveillance,0
sandfly fever,Sandfly,virus,N,random forest,forecast,sandfly fever AND random forest AND forecast,0
sandfly fever,Sandfly,virus,N,random forest,early warning system,sandfly fever AND random forest AND early warning system,0
sandfly fever,Sandfly,virus,N,random forest,diagnostic,sandfly fever AND random forest AND diagnostic,0
sandfly fever,Sandfly,virus,N,decision trees,surveillance,sandfly fever AND decision trees AND surveillance,0
sandfly fever,Sandfly,virus,N,decision trees,forecast,sandfly fever AND decision trees AND forecast,0
sandfly fever,Sandfly,virus,N,decision trees,early warning system,sandfly fever AND decision trees AND early warning system,0
sandfly fever,Sandfly,virus,N,decision trees,diagnostic,sandfly fever AND decision trees AND diagnostic,0
sandfly fever,Sandfly,virus,N,gradient boosting,surveillance,sandfly fever AND gradient boosting AND surveillance,0
sandfly fever,Sandfly,virus,N,gradient boosting,forecast,sandfly fever AND gradient boosting AND forecast,0
sandfly fever,Sandfly,virus,N,gradient boosting,early warning system,sandfly fever AND gradient boosting AND early warning system,0
sandfly fever,Sandfly,virus,N,gradient boosting,diagnostic,sandfly fever AND gradient boosting AND diagnostic,0
sandfly fever,Sandfly,virus,N,natural language processing,surveillance,sandfly fever AND natural language processing AND surveillance,0
sandfly fever,Sandfly,virus,N,natural language processing,forecast,sandfly fever AND natural language processing AND forecast,0
sandfly fever,Sandfly,virus,N,natural language processing,early warning system,sandfly fever AND natural language processing AND early warning system,0
sandfly fever,Sandfly,virus,N,natural language processing,diagnostic,sandfly fever AND natural language processing AND diagnostic,0
sandfly fever,Sandfly,virus,N,sentiment analysis,surveillance,sandfly fever AND sentiment analysis AND surveillance,0
sandfly fever,Sandfly,virus,N,sentiment analysis,forecast,sandfly fever AND sentiment analysis AND forecast,0
sandfly fever,Sandfly,virus,N,sentiment analysis,early warning system,sandfly fever AND sentiment analysis AND early warning system,0
sandfly fever,Sandfly,virus,N,sentiment analysis,diagnostic,sandfly fever AND sentiment analysis AND diagnostic,0
sandfly fever,Sandfly,virus,N,fuzzy logic,surveillance,sandfly fever AND fuzzy logic AND surveillance,0
sandfly fever,Sandfly,virus,N,fuzzy logic,forecast,sandfly fever AND fuzzy logic AND forecast,0
sandfly fever,Sandfly,virus,N,fuzzy logic,early warning system,sandfly fever AND fuzzy logic AND early warning system,0
sandfly fever,Sandfly,virus,N,fuzzy logic,diagnostic,sandfly fever AND fuzzy logic AND diagnostic,0
lyme,ticks,bacteria,N,deep learning,surveillance,lyme AND deep learning AND surveillance,3
lyme,ticks,bacteria,N,deep learning,forecast,lyme AND deep learning AND forecast,0
lyme,ticks,bacteria,N,deep learning,early warning system,lyme AND deep learning AND early warning system,0
lyme,ticks,bacteria,N,deep learning,diagnostic,lyme AND deep learning AND diagnostic,10
lyme,ticks,bacteria,N,machine learning,surveillance,lyme AND machine learning AND surveillance,10
lyme,ticks,bacteria,N,machine learning,forecast,lyme AND machine learning AND forecast,1
lyme,ticks,bacteria,N,machine learning,early warning system,lyme AND machine learning AND early warning system,0
lyme,ticks,bacteria,N,machine learning,diagnostic,lyme AND machine learning AND diagnostic,24
lyme,ticks,bacteria,N,k-means clustering,surveillance,lyme AND k-means clustering AND surveillance,1
lyme,ticks,bacteria,N,k-means clustering,forecast,lyme AND k-means clustering AND forecast,0
lyme,ticks,bacteria,N,k-means clustering,early warning system,lyme AND k-means clustering AND early warning system,0
lyme,ticks,bacteria,N,k-means clustering,diagnostic,lyme AND k-means clustering AND diagnostic,2
lyme,ticks,bacteria,N,logistic regression,surveillance,lyme AND logistic regression AND surveillance,92
lyme,ticks,bacteria,N,logistic regression,forecast,lyme AND logistic regression AND forecast,6
lyme,ticks,bacteria,N,logistic regression,early warning system,lyme AND logistic regression AND early warning system,0
lyme,ticks,bacteria,N,logistic regression,diagnostic,lyme AND logistic regression AND diagnostic,74
lyme,ticks,bacteria,N,support vector machine,surveillance,lyme AND support vector machine AND surveillance,5
lyme,ticks,bacteria,N,support vector machine,forecast,lyme AND support vector machine AND forecast,1
lyme,ticks,bacteria,N,support vector machine,early warning system,lyme AND support vector machine AND early warning system,0
lyme,ticks,bacteria,N,support vector machine,diagnostic,lyme AND support vector machine AND diagnostic,6
lyme,ticks,bacteria,N,text mining,surveillance,lyme AND text mining AND surveillance,2
lyme,ticks,bacteria,N,text mining,forecast,lyme AND text mining AND forecast,0
lyme,ticks,bacteria,N,text mining,early warning system,lyme AND text mining AND early warning system,0
lyme,ticks,bacteria,N,text mining,diagnostic,lyme AND text mining AND diagnostic,1
lyme,ticks,bacteria,N,artificial neural networks,surveillance,lyme AND artificial neural networks AND surveillance,0
lyme,ticks,bacteria,N,artificial neural networks,forecast,lyme AND artificial neural networks AND forecast,0
lyme,ticks,bacteria,N,artificial neural networks,early warning system,lyme AND artificial neural networks AND early warning system,0
lyme,ticks,bacteria,N,artificial neural networks,diagnostic,lyme AND artificial neural networks AND diagnostic,1
lyme,ticks,bacteria,N,expert system,surveillance,lyme AND expert system AND surveillance,14
lyme,ticks,bacteria,N,expert system,forecast,lyme AND expert system AND forecast,3
lyme,ticks,bacteria,N,expert system,early warning system,lyme AND expert system AND early warning system,0
lyme,ticks,bacteria,N,expert system,diagnostic,lyme AND expert system AND diagnostic,42
lyme,ticks,bacteria,N,random forest,surveillance,lyme AND random forest AND surveillance,6
lyme,ticks,bacteria,N,random forest,forecast,lyme AND random forest AND forecast,0
lyme,ticks,bacteria,N,random forest,early warning system,lyme AND random forest AND early warning system,0
lyme,ticks,bacteria,N,random forest,diagnostic,lyme AND random forest AND diagnostic,8
lyme,ticks,bacteria,N,decision trees,surveillance,lyme AND decision trees AND surveillance,1
lyme,ticks,bacteria,N,decision trees,forecast,lyme AND decision trees AND forecast,0
lyme,ticks,bacteria,N,decision trees,early warning system,lyme AND decision trees AND early warning system,0
lyme,ticks,bacteria,N,decision trees,diagnostic,lyme AND decision trees AND diagnostic,6
lyme,ticks,bacteria,N,gradient boosting,surveillance,lyme AND gradient boosting AND surveillance,0
lyme,ticks,bacteria,N,gradient boosting,forecast,lyme AND gradient boosting AND forecast,0
lyme,ticks,bacteria,N,gradient boosting,early warning system,lyme AND gradient boosting AND early warning system,0
lyme,ticks,bacteria,N,gradient boosting,diagnostic,lyme AND gradient boosting AND diagnostic,1
lyme,ticks,bacteria,N,natural language processing,surveillance,lyme AND natural language processing AND surveillance,3
lyme,ticks,bacteria,N,natural language processing,forecast,lyme AND natural language processing AND forecast,1
lyme,ticks,bacteria,N,natural language processing,early warning system,lyme AND natural language processing AND early warning system,0
lyme,ticks,bacteria,N,natural language processing,diagnostic,lyme AND natural language processing AND diagnostic,2
lyme,ticks,bacteria,N,sentiment analysis,surveillance,lyme AND sentiment analysis AND surveillance,0
lyme,ticks,bacteria,N,sentiment analysis,forecast,lyme AND sentiment analysis AND forecast,0
lyme,ticks,bacteria,N,sentiment analysis,early warning system,lyme AND sentiment analysis AND early warning system,0
lyme,ticks,bacteria,N,sentiment analysis,diagnostic,lyme AND sentiment analysis AND diagnostic,0
lyme,ticks,bacteria,N,fuzzy logic,surveillance,lyme AND fuzzy logic AND surveillance,0
lyme,ticks,bacteria,N,fuzzy logic,forecast,lyme AND fuzzy logic AND forecast,0
lyme,ticks,bacteria,N,fuzzy logic,early warning system,lyme AND fuzzy logic AND early warning system,0
lyme,ticks,bacteria,N,fuzzy logic,diagnostic,lyme AND fuzzy logic AND diagnostic,1
borrelia,ticks,bacteria,N,deep learning,surveillance,borrelia AND deep learning AND surveillance,1
borrelia,ticks,bacteria,N,deep learning,forecast,borrelia AND deep learning AND forecast,0
borrelia,ticks,bacteria,N,deep learning,early warning system,borrelia AND deep learning AND early warning system,0
borrelia,ticks,bacteria,N,deep learning,diagnostic,borrelia AND deep learning AND diagnostic,2
borrelia,ticks,bacteria,N,machine learning,surveillance,borrelia AND machine learning AND surveillance,5
borrelia,ticks,bacteria,N,machine learning,forecast,borrelia AND machine learning AND forecast,0
borrelia,ticks,bacteria,N,machine learning,early warning system,borrelia AND machine learning AND early warning system,0
borrelia,ticks,bacteria,N,machine learning,diagnostic,borrelia AND machine learning AND diagnostic,12
borrelia,ticks,bacteria,N,k-means clustering,surveillance,borrelia AND k-means clustering AND surveillance,0
borrelia,ticks,bacteria,N,k-means clustering,forecast,borrelia AND k-means clustering AND forecast,0
borrelia,ticks,bacteria,N,k-means clustering,early warning system,borrelia AND k-means clustering AND early warning system,0
borrelia,ticks,bacteria,N,k-means clustering,diagnostic,borrelia AND k-means clustering AND diagnostic,1
borrelia,ticks,bacteria,N,logistic regression,surveillance,borrelia AND logistic regression AND surveillance,65
borrelia,ticks,bacteria,N,logistic regression,forecast,borrelia AND logistic regression AND forecast,1
borrelia,ticks,bacteria,N,logistic regression,early warning system,borrelia AND logistic regression AND early warning system,0
borrelia,ticks,bacteria,N,logistic regression,diagnostic,borrelia AND logistic regression AND diagnostic,45
borrelia,ticks,bacteria,N,support vector machine,surveillance,borrelia AND support vector machine AND surveillance,4
borrelia,ticks,bacteria,N,support vector machine,forecast,borrelia AND support vector machine AND forecast,0
borrelia,ticks,bacteria,N,support vector machine,early warning system,borrelia AND support vector machine AND early warning system,0
borrelia,ticks,bacteria,N,support vector machine,diagnostic,borrelia AND support vector machine AND diagnostic,4
borrelia,ticks,bacteria,N,text mining,surveillance,borrelia AND text mining AND surveillance,3
borrelia,ticks,bacteria,N,text mining,forecast,borrelia AND text mining AND forecast,1
borrelia,ticks,bacteria,N,text mining,early warning system,borrelia AND text mining AND early warning system,0
borrelia,ticks,bacteria,N,text mining,diagnostic,borrelia AND text mining AND diagnostic,2
borrelia,ticks,bacteria,N,artificial neural networks,surveillance,borrelia AND artificial neural networks AND surveillance,0
borrelia,ticks,bacteria,N,artificial neural networks,forecast,borrelia AND artificial neural networks AND forecast,0
borrelia,ticks,bacteria,N,artificial neural networks,early warning system,borrelia AND artificial neural networks AND early warning system,0
borrelia,ticks,bacteria,N,artificial neural networks,diagnostic,borrelia AND artificial neural networks AND diagnostic,0
borrelia,ticks,bacteria,N,expert system,surveillance,borrelia AND expert system AND surveillance,7
borrelia,ticks,bacteria,N,expert system,forecast,borrelia AND expert system AND forecast,1
borrelia,ticks,bacteria,N,expert system,early warning system,borrelia AND expert system AND early warning system,0
borrelia,ticks,bacteria,N,expert system,diagnostic,borrelia AND expert system AND diagnostic,25
borrelia,ticks,bacteria,N,random forest,surveillance,borrelia AND random forest AND surveillance,3
borrelia,ticks,bacteria,N,random forest,forecast,borrelia AND random forest AND forecast,0
borrelia,ticks,bacteria,N,random forest,early warning system,borrelia AND random forest AND early warning system,0
borrelia,ticks,bacteria,N,random forest,diagnostic,borrelia AND random forest AND diagnostic,5
borrelia,ticks,bacteria,N,decision trees,surveillance,borrelia AND decision trees AND surveillance,1
borrelia,ticks,bacteria,N,decision trees,forecast,borrelia AND decision trees AND forecast,0
borrelia,ticks,bacteria,N,decision trees,early warning system,borrelia AND decision trees AND early warning system,0
borrelia,ticks,bacteria,N,decision trees,diagnostic,borrelia AND decision trees AND diagnostic,3
borrelia,ticks,bacteria,N,gradient boosting,surveillance,borrelia AND gradient boosting AND surveillance,0
borrelia,ticks,bacteria,N,gradient boosting,forecast,borrelia AND gradient boosting AND forecast,0
borrelia,ticks,bacteria,N,gradient boosting,early warning system,borrelia AND gradient boosting AND early warning system,0
borrelia,ticks,bacteria,N,gradient boosting,diagnostic,borrelia AND gradient boosting AND diagnostic,0
borrelia,ticks,bacteria,N,natural language processing,surveillance,borrelia AND natural language processing AND surveillance,0
borrelia,ticks,bacteria,N,natural language processing,forecast,borrelia AND natural language processing AND forecast,0
borrelia,ticks,bacteria,N,natural language processing,early warning system,borrelia AND natural language processing AND early warning system,0
borrelia,ticks,bacteria,N,natural language processing,diagnostic,borrelia AND natural language processing AND diagnostic,0
borrelia,ticks,bacteria,N,sentiment analysis,surveillance,borrelia AND sentiment analysis AND surveillance,0
borrelia,ticks,bacteria,N,sentiment analysis,forecast,borrelia AND sentiment analysis AND forecast,0
borrelia,ticks,bacteria,N,sentiment analysis,early warning system,borrelia AND sentiment analysis AND early warning system,0
borrelia,ticks,bacteria,N,sentiment analysis,diagnostic,borrelia AND sentiment analysis AND diagnostic,0
borrelia,ticks,bacteria,N,fuzzy logic,surveillance,borrelia AND fuzzy logic AND surveillance,0
borrelia,ticks,bacteria,N,fuzzy logic,forecast,borrelia AND fuzzy logic AND forecast,0
borrelia,ticks,bacteria,N,fuzzy logic,early warning system,borrelia AND fuzzy logic AND early warning system,0
borrelia,ticks,bacteria,N,fuzzy logic,diagnostic,borrelia AND fuzzy logic AND diagnostic,0
rickettsia,ticks,bacteria,N,deep learning,surveillance,rickettsia AND deep learning AND surveillance,0
rickettsia,ticks,bacteria,N,deep learning,forecast,rickettsia AND deep learning AND forecast,0
rickettsia,ticks,bacteria,N,deep learning,early warning system,rickettsia AND deep learning AND early warning system,0
rickettsia,ticks,bacteria,N,deep learning,diagnostic,rickettsia AND deep learning AND diagnostic,0
rickettsia,ticks,bacteria,N,machine learning,surveillance,rickettsia AND machine learning AND surveillance,4
rickettsia,ticks,bacteria,N,machine learning,forecast,rickettsia AND machine learning AND forecast,0
rickettsia,ticks,bacteria,N,machine learning,early warning system,rickettsia AND machine learning AND early warning system,0
rickettsia,ticks,bacteria,N,machine learning,diagnostic,rickettsia AND machine learning AND diagnostic,3
rickettsia,ticks,bacteria,N,k-means clustering,surveillance,rickettsia AND k-means clustering AND surveillance,0
rickettsia,ticks,bacteria,N,k-means clustering,forecast,rickettsia AND k-means clustering AND forecast,0
rickettsia,ticks,bacteria,N,k-means clustering,early warning system,rickettsia AND k-means clustering AND early warning system,0
rickettsia,ticks,bacteria,N,k-means clustering,diagnostic,rickettsia AND k-means clustering AND diagnostic,0
rickettsia,ticks,bacteria,N,logistic regression,surveillance,rickettsia AND logistic regression AND surveillance,113
rickettsia,ticks,bacteria,N,logistic regression,forecast,rickettsia AND logistic regression AND forecast,3
rickettsia,ticks,bacteria,N,logistic regression,early warning system,rickettsia AND logistic regression AND early warning system,0
rickettsia,ticks,bacteria,N,logistic regression,diagnostic,rickettsia AND logistic regression AND diagnostic,68
rickettsia,ticks,bacteria,N,support vector machine,surveillance,rickettsia AND support vector machine AND surveillance,6
rickettsia,ticks,bacteria,N,support vector machine,forecast,rickettsia AND support vector machine AND forecast,0
rickettsia,ticks,bacteria,N,support vector machine,early warning system,rickettsia AND support vector machine AND early warning system,0
rickettsia,ticks,bacteria,N,support vector machine,diagnostic,rickettsia AND support vector machine AND diagnostic,2
rickettsia,ticks,bacteria,N,text mining,surveillance,rickettsia AND text mining AND surveillance,0
rickettsia,ticks,bacteria,N,text mining,forecast,rickettsia AND text mining AND forecast,0
rickettsia,ticks,bacteria,N,text mining,early warning system,rickettsia AND text mining AND early warning system,0
rickettsia,ticks,bacteria,N,text mining,diagnostic,rickettsia AND text mining AND diagnostic,1
rickettsia,ticks,bacteria,N,artificial neural networks,surveillance,rickettsia AND artificial neural networks AND surveillance,0
rickettsia,ticks,bacteria,N,artificial neural networks,forecast,rickettsia AND artificial neural networks AND forecast,0
rickettsia,ticks,bacteria,N,artificial neural networks,early warning system,rickettsia AND artificial neural networks AND early warning system,0
rickettsia,ticks,bacteria,N,artificial neural networks,diagnostic,rickettsia AND artificial neural networks AND diagnostic,1
rickettsia,ticks,bacteria,N,expert system,surveillance,rickettsia AND expert system AND surveillance,0
rickettsia,ticks,bacteria,N,expert system,forecast,rickettsia AND expert system AND forecast,0
rickettsia,ticks,bacteria,N,expert system,early warning system,rickettsia AND expert system AND early warning system,0
rickettsia,ticks,bacteria,N,expert system,diagnostic,rickettsia AND expert system AND diagnostic,1
rickettsia,ticks,bacteria,N,random forest,surveillance,rickettsia AND random forest AND surveillance,3
rickettsia,ticks,bacteria,N,random forest,forecast,rickettsia AND random forest AND forecast,0
rickettsia,ticks,bacteria,N,random forest,early warning system,rickettsia AND random forest AND early warning system,0
rickettsia,ticks,bacteria,N,random forest,diagnostic,rickettsia AND random forest AND diagnostic,1
rickettsia,ticks,bacteria,N,decision trees,surveillance,rickettsia AND decision trees AND surveillance,1
rickettsia,ticks,bacteria,N,decision trees,forecast,rickettsia AND decision trees AND forecast,0
rickettsia,ticks,bacteria,N,decision trees,early warning system,rickettsia AND decision trees AND early warning system,0
rickettsia,ticks,bacteria,N,decision trees,diagnostic,rickettsia AND decision trees AND diagnostic,2
rickettsia,ticks,bacteria,N,gradient boosting,surveillance,rickettsia AND gradient boosting AND surveillance,0
rickettsia,ticks,bacteria,N,gradient boosting,forecast,rickettsia AND gradient boosting AND forecast,0
rickettsia,ticks,bacteria,N,gradient boosting,early warning system,rickettsia AND gradient boosting AND early warning system,0
rickettsia,ticks,bacteria,N,gradient boosting,diagnostic,rickettsia AND gradient boosting AND diagnostic,0
rickettsia,ticks,bacteria,N,natural language processing,surveillance,rickettsia AND natural language processing AND surveillance,0
rickettsia,ticks,bacteria,N,natural language processing,forecast,rickettsia AND natural language processing AND forecast,0
rickettsia,ticks,bacteria,N,natural language processing,early warning system,rickettsia AND natural language processing AND early warning system,0
rickettsia,ticks,bacteria,N,natural language processing,diagnostic,rickettsia AND natural language processing AND diagnostic,0
rickettsia,ticks,bacteria,N,sentiment analysis,surveillance,rickettsia AND sentiment analysis AND surveillance,0
rickettsia,ticks,bacteria,N,sentiment analysis,forecast,rickettsia AND sentiment analysis AND forecast,0
rickettsia,ticks,bacteria,N,sentiment analysis,early warning system,rickettsia AND sentiment analysis AND early warning system,0
rickettsia,ticks,bacteria,N,sentiment analysis,diagnostic,rickettsia AND sentiment analysis AND diagnostic,0
rickettsia,ticks,bacteria,N,fuzzy logic,surveillance,rickettsia AND fuzzy logic AND surveillance,0
rickettsia,ticks,bacteria,N,fuzzy logic,forecast,rickettsia AND fuzzy logic AND forecast,0
rickettsia,ticks,bacteria,N,fuzzy logic,early warning system,rickettsia AND fuzzy logic AND early warning system,0
rickettsia,ticks,bacteria,N,fuzzy logic,diagnostic,rickettsia AND fuzzy logic AND diagnostic,0
tularemia,ticks,bacteria,N,deep learning,surveillance,tularemia AND deep learning AND surveillance,0
tularemia,ticks,bacteria,N,deep learning,forecast,tularemia AND deep learning AND forecast,0
tularemia,ticks,bacteria,N,deep learning,early warning system,tularemia AND deep learning AND early warning system,0
tularemia,ticks,bacteria,N,deep learning,diagnostic,tularemia AND deep learning AND diagnostic,0
tularemia,ticks,bacteria,N,machine learning,surveillance,tularemia AND machine learning AND surveillance,0
tularemia,ticks,bacteria,N,machine learning,forecast,tularemia AND machine learning AND forecast,0
tularemia,ticks,bacteria,N,machine learning,early warning system,tularemia AND machine learning AND early warning system,0
tularemia,ticks,bacteria,N,machine learning,diagnostic,tularemia AND machine learning AND diagnostic,0
tularemia,ticks,bacteria,N,k-means clustering,surveillance,tularemia AND k-means clustering AND surveillance,0
tularemia,ticks,bacteria,N,k-means clustering,forecast,tularemia AND k-means clustering AND forecast,0
tularemia,ticks,bacteria,N,k-means clustering,early warning system,tularemia AND k-means clustering AND early warning system,0
tularemia,ticks,bacteria,N,k-means clustering,diagnostic,tularemia AND k-means clustering AND diagnostic,0
tularemia,ticks,bacteria,N,logistic regression,surveillance,tularemia AND logistic regression AND surveillance,16
tularemia,ticks,bacteria,N,logistic regression,forecast,tularemia AND logistic regression AND forecast,0
tularemia,ticks,bacteria,N,logistic regression,early warning system,tularemia AND logistic regression AND early warning system,0
tularemia,ticks,bacteria,N,logistic regression,diagnostic,tularemia AND logistic regression AND diagnostic,6
tularemia,ticks,bacteria,N,support vector machine,surveillance,tularemia AND support vector machine AND surveillance,0
tularemia,ticks,bacteria,N,support vector machine,forecast,tularemia AND support vector machine AND forecast,0
tularemia,ticks,bacteria,N,support vector machine,early warning system,tularemia AND support vector machine AND early warning system,0
tularemia,ticks,bacteria,N,support vector machine,diagnostic,tularemia AND support vector machine AND diagnostic,0
tularemia,ticks,bacteria,N,text mining,surveillance,tularemia AND text mining AND surveillance,1
tularemia,ticks,bacteria,N,text mining,forecast,tularemia AND text mining AND forecast,0
tularemia,ticks,bacteria,N,text mining,early warning system,tularemia AND text mining AND early warning system,0
tularemia,ticks,bacteria,N,text mining,diagnostic,tularemia AND text mining AND diagnostic,0
tularemia,ticks,bacteria,N,artificial neural networks,surveillance,tularemia AND artificial neural networks AND surveillance,0
tularemia,ticks,bacteria,N,artificial neural networks,forecast,tularemia AND artificial neural networks AND forecast,0
tularemia,ticks,bacteria,N,artificial neural networks,early warning system,tularemia AND artificial neural networks AND early warning system,0
tularemia,ticks,bacteria,N,artificial neural networks,diagnostic,tularemia AND artificial neural networks AND diagnostic,0
tularemia,ticks,bacteria,N,expert system,surveillance,tularemia AND expert system AND surveillance,0
tularemia,ticks,bacteria,N,expert system,forecast,tularemia AND expert system AND forecast,0
tularemia,ticks,bacteria,N,expert system,early warning system,tularemia AND expert system AND early warning system,0
tularemia,ticks,bacteria,N,expert system,diagnostic,tularemia AND expert system AND diagnostic,0
tularemia,ticks,bacteria,N,random forest,surveillance,tularemia AND random forest AND surveillance,0
tularemia,ticks,bacteria,N,random forest,forecast,tularemia AND random forest AND forecast,0
tularemia,ticks,bacteria,N,random forest,early warning system,tularemia AND random forest AND early warning system,0
tularemia,ticks,bacteria,N,random forest,diagnostic,tularemia AND random forest AND diagnostic,0
tularemia,ticks,bacteria,N,decision trees,surveillance,tularemia AND decision trees AND surveillance,0
tularemia,ticks,bacteria,N,decision trees,forecast,tularemia AND decision trees AND forecast,0
tularemia,ticks,bacteria,N,decision trees,early warning system,tularemia AND decision trees AND early warning system,0
tularemia,ticks,bacteria,N,decision trees,diagnostic,tularemia AND decision trees AND diagnostic,0
tularemia,ticks,bacteria,N,gradient boosting,surveillance,tularemia AND gradient boosting AND surveillance,0
tularemia,ticks,bacteria,N,gradient boosting,forecast,tularemia AND gradient boosting AND forecast,0
tularemia,ticks,bacteria,N,gradient boosting,early warning system,tularemia AND gradient boosting AND early warning system,0
tularemia,ticks,bacteria,N,gradient boosting,diagnostic,tularemia AND gradient boosting AND diagnostic,0
tularemia,ticks,bacteria,N,natural language processing,surveillance,tularemia AND natural language processing AND surveillance,0
tularemia,ticks,bacteria,N,natural language processing,forecast,tularemia AND natural language processing AND forecast,0
tularemia,ticks,bacteria,N,natural language processing,early warning system,tularemia AND natural language processing AND early warning system,0
tularemia,ticks,bacteria,N,natural language processing,diagnostic,tularemia AND natural language processing AND diagnostic,0
tularemia,ticks,bacteria,N,sentiment analysis,surveillance,tularemia AND sentiment analysis AND surveillance,0
tularemia,ticks,bacteria,N,sentiment analysis,forecast,tularemia AND sentiment analysis AND forecast,0
tularemia,ticks,bacteria,N,sentiment analysis,early warning system,tularemia AND sentiment analysis AND early warning system,0
tularemia,ticks,bacteria,N,sentiment analysis,diagnostic,tularemia AND sentiment analysis AND diagnostic,0
tularemia,ticks,bacteria,N,fuzzy logic,surveillance,tularemia AND fuzzy logic AND surveillance,0
tularemia,ticks,bacteria,N,fuzzy logic,forecast,tularemia AND fuzzy logic AND forecast,0
tularemia,ticks,bacteria,N,fuzzy logic,early warning system,tularemia AND fuzzy logic AND early warning system,0
tularemia,ticks,bacteria,N,fuzzy logic,diagnostic,tularemia AND fuzzy logic AND diagnostic,0
chagas,triatome bugs,parasite,Y,deep learning,surveillance,chagas AND deep learning AND surveillance,0
chagas,triatome bugs,parasite,Y,deep learning,forecast,chagas AND deep learning AND forecast,0
chagas,triatome bugs,parasite,Y,deep learning,early warning system,chagas AND deep learning AND early warning system,0
chagas,triatome bugs,parasite,Y,deep learning,diagnostic,chagas AND deep learning AND diagnostic,6
chagas,triatome bugs,parasite,Y,machine learning,surveillance,chagas AND machine learning AND surveillance,13
chagas,triatome bugs,parasite,Y,machine learning,forecast,chagas AND machine learning AND forecast,5
chagas,triatome bugs,parasite,Y,machine learning,early warning system,chagas AND machine learning AND early warning system,0
chagas,triatome bugs,parasite,Y,machine learning,diagnostic,chagas AND machine learning AND diagnostic,32
chagas,triatome bugs,parasite,Y,k-means clustering,surveillance,chagas AND k-means clustering AND surveillance,0
chagas,triatome bugs,parasite,Y,k-means clustering,forecast,chagas AND k-means clustering AND forecast,0
chagas,triatome bugs,parasite,Y,k-means clustering,early warning system,chagas AND k-means clustering AND early warning system,0
chagas,triatome bugs,parasite,Y,k-means clustering,diagnostic,chagas AND k-means clustering AND diagnostic,1
chagas,triatome bugs,parasite,Y,logistic regression,surveillance,chagas AND logistic regression AND surveillance,250
chagas,triatome bugs,parasite,Y,logistic regression,forecast,chagas AND logistic regression AND forecast,19
